Data Scope,Code,Name,"Credit
Points",Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,"Offering
Department",Offering Faculty,"FOE -
Narrow",Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Undergraduate,ENGG4092,Engineering Research Thesis Extension A,10,,,Permission by special approval,CIVL4090 or COMP4092 or ELCT4092 or ELEC4092 or MECH4092 or MTRN4092 or TELE4092,,"S1 Day
S2 Day","
","Dr Raheel Hashmi
",School of Engineering,Faculty of Science and Engineering,39999,No,none,no quota,no activity,No,No,,Green,No,Added details to unit as approved in webforms 2020,No,
Undergraduate,ENGG4093,Engineering Research Thesis Extension B,10,,,Permission by special approval,CIVL4091 or COMP4093 or ELCT4093 or ELEC4093 or MECH4093 or MTRN4093 or TELE4093,,"S1 Day
S2 Day","
","Dr Raheel Hashmi
",School of Engineering,Faculty of Science and Engineering,39999,No,none,no quota,no activity,No,No,,Green,No,Added details to unit as approved in webforms 2020,No,
Undergraduate,ENGG4099,Industry Experience,0,,PACE,Admission to BEng(Hons),,ENGG400,"S1 Placement
S2 Placement
S3 Placement
WV Placement","


","Professor Graham Town
",School of Engineering,Faculty of Science and Engineering,31300,Yes,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGG4104,Engineering Contracts and Procurement,10,,,Admission to MEngMgt or ((ENGG3000 or ENGG300) and ENGG3050),,,S1 Day,,"Dr Nazmul Huda
",School of Engineering,Faculty of Science and Engineering,80301,No,none,no quota,no activity,No,No,,Green,No,Updated details of unit as approved in webforms 2020,No,
Undergraduate,ENGL1001,Literature: Medieval to Modern,10,,,,,ENGL120,S1 Day,,"Dr Stephanie Russo
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,ENGL1002,Literature: Modern and Contemporary,10,,,,,,S2 Day,,"Dr Ryan Twomey
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,,
Undergraduate,ENGL1021,Creative Writing 1: An Introduction,10,,,,,"ENGL201, ENGL218, ENGX121, ENGL121",S1 Day,,"Associate Professor Marcelle Freiman
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL2010,"The Human Story: Heart, Mind and Body in Early Literature",10,,,ENGL1001 or ENGL120,,,S1 Day,,"Professor Louise D'Arcens
Professor Antonina Harbus
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,ENGL2020,"Revolution, Evolution, Humanity: Literature and Change in the Long Nineteenth Century",10,,,ENGL120 or ENGL1001,,"ENGL238, ENGL202",S2 Day,,"Associate Professor Paul Sheehan
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL2030,Literature and the Visual,10,,,40cp at 1000 level or above,,"ENGL264, ENGX203, ENGX2030, ENGL203",S1 Day,,"Dr Alys Moody
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL2031,Writing: From Manuscript to the Digital Age,10,,,ENGL1021 and ENGL121,,ENGL231,S1 Day,,"Associate Professor Marcelle Freiman
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL2033,Creative Writing 2: Concept and Practice,10,,,ENGL1021 or ENGL121,,"ENGL304, ENGL319, ENGX233, ENGL233",S2 Day,,"Associate Professor Hsu-Ming Teo
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL2036,Writing Popular Genre Fiction,10,,,ENGL121 or ENGL1021,,ENGL236,2021,,"Associate Professor Hsu-Ming Teo
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL2037,Doing Digital Writing: Creative Writing in Online Technologies,10,,,ENGL1021 or ENGL121 or COMP1150 or COMP111,,,S1 Day,,"Associate Professor Jane Messer
Associate Professor Marcelle Freiman
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,ENGL2040,Historical Fiction and a Passion for the Past,10,,,40cp at 1000 level or above,,"ENGL265, ENGL267, ENGL204",S2 Day,,"Professor Louise D'Arcens
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL3007,Creative Writing 3: Narrative Fiction,10,,,20cp from (ENGL231 or ENGL2031) or (ENGL233 or ENGL2033) or (ENGL236 or ENGL2036) or ENGL2037 or  ENGL3035,,"ENGL307, ENGL335",S1 Day,,"Associate Professor Jane Messer
",Department of English,Faculty of Arts,91500,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL3010,Human to Posthuman: 20th-Century Literature,10,,,ENGL1002 or ENGL120 and 20cp at 2000 level ,,,S2 Day,,"Associate Professor Paul Sheehan
Dr Alys Moody
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,ENGL3020,Humanity and the World: Global Contemporary Literature,10,,,ENGL1002 or ENGL120 and 20cp at 2000 level,,,S2 Day,,"Dr Alys Moody
 Toby  Davidson
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,ENGL3030,Popular Literature,10,,,ENGL1001 or ENGL1002 or ENGL120 and 20cp in ENGL units at 2000 level or above,,"ENGL302, ENGX303, ENGL303",S1 Day,,"Dr Stephanie Russo
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL3032,"Writing the Natural World: Bodies and Landscapes, Art and Science",10,,,ENGL233 or ENGL2033,,ENGL332,S2 Day,," English Staff 
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL3035,Novel Writing: an Introduction to Novel and Novella Writing,10,,,ENGL307 or ENGL3007,,,2021,,"Associate Professor Jane Messer
Associate Professor Marcelle Freiman
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,ENGL3040,Following Poetry from Epic to Instagram,10,,,ENGL1001 or ENGL1002 or ENGL120 and 20cp in ENGL units at 2000 level or above,,,2021,,"Dr Toby Davidson
Dr Geoffrey  Payne
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,ENGL3050,Critical Approaches to Literature,10,,,ENGL1001 or ENGL1002 or ENGL120 and 20cp in ENGL units at 2000 level or above,,"ENGL305, ENGL320, ENGX305, ENGX3050",S1 Day,,"Associate Professor Paul Sheehan
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL3060,Pursuing Research in Literary Studies,10,,,ENGL3050,,"ENGL325, ENGX306, ENGL306",S2 Day,,"Dr Stephanie Russo
",Department of English,Faculty of Arts,91523,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENGL3090,Writing for Production and Publication,10,,,ENGL3007 or ENGL3032,,ENGL390,S2 Day,,"Associate Professor Jane Messer
",Department of English,Faculty of Arts,100700,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS1000,Environment Skills,10,,,Admission to BEnv,,,S1 Day,,"Dr Kerrie Tomkins
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,none,no quota,no activity,No,No,,Green,No,Updated details of unit as approved in webforms 2020,No,
Undergraduate,ENVS1017,The Living Environment,10,,,,,"ENVE117, GEOS117, ENVS117","S1 Day
S1 External","
with on campus sessions","Dr Timothy Ralph
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,ENVS6202,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS1018,Environmental Management for a Changing World,10,,,,,"GEOS114, GEOS118, ENV118","S2 Day
S2 External","
with on campus sessions","Associate Professor Sandie Suchet-Pearson
Dr Emilie Ens
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS2115,"Climate Change, Energy and Our Future",10,,,60cp at 1000 level or above,,"ENVE214, GEOS214, ENVS214, GEOS251","S2 Day
S2 External","
with on-campus sessions",,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,ENVS6115,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,ENVS2116,The Atmospheric Environment,10,,,(ENVE117 or ENVS117 or ENVS1017 or GEOS117 or GEOS112 or GEOS1110) or 10cp in PHYS units at 1000 level,,"ENVE216, GEOS216, ENVS216","S1 Day
S1 External","
with on campus sessions","Associate Professor Ian Goodwin
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10701,No,ENVS6116,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS2237,"Natural Hazards, Disasters and their Management",10,,,60cp at 1000 level or above,,"ENVE237, GEOS237, ENVS237","S2 Day
S2 External","
with on campus sessions","Professor Damian Gore
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,ENVS6237,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS2266,Earth Surface Processes,10,,,ENVE117 or ENVS117 or ENVS1017 or GEOS117 or GEOS112 or GEOS1110,,"ENVE266, GEOS266, ENVS266",S1 Day,with on campus sessions,"Dr Paul Hesse
Dr Tim Ralph
Associate Professor Kira Westaway
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,ENVS6266,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS2364,Introduction to Geographic Information Science,10,,,ENVS117 or ENVS1017 or COMP115 or COMP1000 or COMP125 or COMP1010 or ISYS100 or COMP1800 or ISYS104 or COMP1750 or STAT170 or STAT1170 or STAT171 or STAT1371,,"ENV264, GEOS264, ENVS264","S1 Day
S1 External","
with on campus sessions","Dr Joseph (Maina) Mbui
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS2467,Australian Environmental Futures,10,,,GEOS114 or ENV118 or ENVS1018 or GEOS118 or ENVS117 or ENVS1017,,"GEOS265, GEOS267, ENV267","S2 Day
S2 External","
with on campus sessions","Dr Peter Davies
Dr Jessica McLean
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,ENVS6405,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS3101,"Marine Climate, Weather and Coastal Oceanography",10,,,(130cp at 1000 level or above) including (ENVE216 or ENVS216 or ENVS2116 or GEOS216),,"ENVE301, GEOS301, ENVS301",S2 Day,,"Associate Professor Ian Goodwin
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS3102,Urban Climate and Air Quality,10,,,(130cp at 1000 level or above) including (ENVE216 or ENVS216 or ENVS2116 or GEOS216),,"ENVE302, GEOS325, ENVS302",S1 Day,,"Associate Professor Paul Beggs
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10701,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS3238,Environmental Quality and Assessment,10,,,(130cp at 1000 level or above) including [(ENVE266 or ENVS266 or ENVS2266 or GEOS266) and (ENVE339 or ENVS339 or ENVS3239 or ENVE340 or ENVS340 or ENVS3240 or ENVE341 or ENVS341 or ENVS3241)],,"ENVE336, ENVE338, GEOS398, ENVS338",S2 Day,with on campus sessions,"Professor Damian Gore
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS3240,Environmental Change,10,,,(130cp at 1000 level or above) including (ENVS214(Cr) or ENVS2114(Cr) or ENVS266 or ENVS2266 or ENVE214(Cr) or ENVE266 or GEOS214(Cr) or GEOS266),,"ENVE337, ENVE340, GEOS399, ENVS340",S1 Day,with on campus sessions,"Associate Professor Kira Westaway
Dr Paul Hesse
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS3241,Active Environments,10,,,(130cp at 1000 level or above) and permission by special approval,,"ENVE335, ENVE341, GEOS317, ENVS341","S1 Day
S2 Day
S3 Fieldwork","

with on campus sessions","Dr Paul Hesse
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS3383,Environmental Analysis Using Remote Sensing and GIS,10,,,(130cp at 1000 level or above) including (ENV264 or ENVS264 or ENVS2364 or GEOS264),,"ENVE382, ENVE383, GEOS382, GEOS426, ENVS383","S2 Day
S2 External","
with on campus sessions","Dr Michael Chang
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS3390,Applied GIS,10,,PACE,130cp at 1000 level or above including (ENV264 or ENVS264 or ENVS2364 or GEOS264) and 10cp from ENVE or ENVG or ENV or GEOP units at 3000 level),,"ENVG378, ENVG390, GEOS378, GEOS426, ENVS390",S2 Day,,"Dr Michael Chang
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,10700,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS3439,Geomorphic Analysis of Rivers and Wetlands for Conservation and Management,10,,,ENVE334 or ENVS266 or ENVS2266 or GEOS266 or ENVS2237,,"ENVE334, ENVE339, GEOS334, ENVS339",S3 Block,,,Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,none,no quota,no activity,No,No,,Green,No,As per CMS,,
Undergraduate,ENVS3462,Environmental Management,10,,,130cp at 1000 level or above including [(ENV267 or GEOS267 or ENVE214 or ENVS214 or ENVS2114) and (10cp in ENV or ENVE or ENVG or ENVS or GEOP units at 3000 level)],,"ENVE361, ENVE362, GEOS328, ENVS362","S2 Day
S2 External","
with on campus sessions","Dr Emilie Ens
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ENVS3463,Environmental Management Project,10,,PACE,(130cp at 1000 level or above) including [(ENV267 or ENVS2467 or GEOS267) and (ENV300 or GEOP300 or ENVG340 or GEOP340 or ENVE362 or ENVS362 or ENVS3462)],,"ELS301, ENV301, EVSC301, ENVS363",S2 Day,,"Professor Mark Taylor
",Department of Earth and Environmental Sciences,Faculty of Science and Engineering,50900,Yes,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",Yes,Bachelor of Environment
Undergraduate,FOAR1000,Indigenous Cultural Exchange,20,,,,,,"S1 Block
S1 Fieldwork
S1 External","

","Professor Bronwyn Carlson
 Madi Day
",,Faculty of Arts,90311,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FOAR1001,Indigenous Research Project,20,,,,,,"S2 External
S2 Fieldwork
S2 Online","

","Professor Bronwyn Carlson
 Tristan Kennedy
",,Faculty of Arts,90311,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FOHS3000,Participation and Community Engagement in Human Sciences,10,,PACE,(130cp at 1000 level or above) and permission by special approval,,FOHS300,2021,,"Dr Kath McLachlan
",,Faculty of Human Sciences,90300,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FOHS3050,Critical Communication,10,,,80cp at 2000 level or above,,,"S1 Day
S2 Day","
","Dr Susan Hoadley
Dr Maria Herke
",,Faculty of Human Sciences,91521,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,Yes,Bachelor of Human Sciences
Undergraduate,FOSE1005,Mathematical Concepts for Science,10,,,,,"MATH111, MATH123, WMAT123, MATH130, MATH1000","S1 Day
S1 External
S2 Day
S2 External","
with on campus sessions: None

with on campus sessions: None"," Mathematics staff 
",,Faculty of Science and Engineering,10101,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FOSE1015,Statistical Concepts for Science,10,,,,,"PSY122, STAT122, STAT170, STAT150, STAT171, WSTA150, STAT1170, STAT1250, WSTA1250, STAT1371","S1 Day
S1 External
S2 Day
S2 External","
with on campus sessions: None

with on campus sessions: None","Dr Maurizio Manuguerra
",,Faculty of Science and Engineering,10103,No,"STAT1170, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FOSE1025,Scientific Computing,10,,,,,,"S1 Day
S1 External
S2 Day
S2 External","
with on campus sessions: None

with on campus sessions: None","Dr Diego Molla Aliod
Associate Professor Steve Cassidy
",,Faculty of Science and Engineering,20199,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FOSE2005,Global Challenges and STEM,10,,,30cp at 1000 level,20cp at 2000 level,FOSC201,S1 Day,,"Dr Abidalli Mohamedali
Associate Professor Michael Hitchens
",,Faculty of Science and Engineering,10900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FOSE3000,Science Capstone,10,,,,,,,,,,Faculty of Science and Engineering,19999,No,none,no quota,no activity,No,No,,Orange,No,"Created for 2020 CA<br />
not yet approved in webforms",No,
Undergraduate,FOSE3005,Global Challenges Project,20,,,(FOSE2005 or FOSC201) and 50cp at 2000 level,,,FY1 Day,,"Dr Abidali Mohamedali
Associate Professor Michael Hitchens
",,Faculty of Science and Engineering,19999,No,none,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FOSE3900,Advanced Science Capstone,10,,,,,,,,,Department of Molecular Sciences,Faculty of Science and Engineering,19999,No,none,no quota,no activity,No,No,,Orange,No,"Created for 2020 CA Project<br />
Not yet approved in webforms",Yes,Bachelor of Advanced Science
Undergraduate,FREN1000,French for Travellers,10,,,,,"HSC French, FRN119",S2 Day,," International Studies staff 
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN1010,I French Studies 1,10,,,,,"HSC French beginners band 4 and above, HSC French Extension or Continuers, FRN122","S1 Day
S1 External","
with on campus sessions: None","Dr Alexandra Kurmann
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN1020,I French Studies 2,10,,,(FRN122 or FREN1010) or HSC beginners Band 4 and above or equivalent,,"FRN123, HSC French Extension or Continuers","S2 Day
S2 External","
No on-campus sessions, however students must attend an examination in Australia.","Dr Alexandra Kurmann
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN1045,French Short Term Residential Program 1,10,,,40cp and permission by special approval,,FRN131,S3 Fieldwork,,"Ms Lyse Thomas
",Department of International Studies,Faculty of Arts,91505,Yes,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN1210,C French Studies 3,10,,,HSC French Continuers Band 4 and above or French Extension band E3 and above,,FREN2010,"S1 Day
S1 Online","
","Dr Alexandra Kurmann
Dr Bénédicte André
 Lyse Thomas
",Department of International Studies,Faculty of Arts,91505,No,"FREN2010, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FREN1220,C French Studies 4,10,,,FREN1210,,FREN2020,"S2 External
S2 Day","Attendance for exam only
","Dr Alexandra Kurmann
Dr Bénédicte André
 Lyse Thomas
",Department of International Studies,Faculty of Arts,91505,No,FREN2020,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FREN1310,A French Studies 5,10,,,Permission by special approval,,"FREN3010, FREN2210","S1 Day
S1 Online","
","Dr Bénédicte André
Dr Alexandra Kurmann
",Department of International Studies,Faculty of Arts,91505,No,"FREN3010, FREN2210, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FREN1320,A French Studies 6,10,,,FREN1310,,"FREN3020, FREN2220","S2 Day
S2 External","
Attendance for exam only","Dr Bénédicte André
Dr Alexandra Kurmann
",Department of International Studies,Faculty of Arts,91505,No,"FREN2220, FREN3020",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FREN2010,I French Studies 3,10,,,FREN1020,,"FREN1210, FRN226","S1 Day
S1 Online","
"," International Studies Staff 
",Department of International Studies,Faculty of Arts,91505,No,FREN1210,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN2020,I French Studies 4,10,,,FREN2010 or FRN226,,"FREN1220, FRN227","S2 Day
S2 External","
No on-campus sessions however, students must attend an examination in Australia."," International Studies Staff 
",Department of International Studies,Faculty of Arts,91505,No,"FREN1220, ",no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN2045,French Short Term Residential Program 2,10,,,40cp and permission by special approval,,FRN231,S3 Fieldwork,,"Ms Lyse Thomas
",Department of International Studies,Faculty of Arts,91505,Yes,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN2050,Reading in French,10,,,FREN1210 or FREN2010,,FRN250,"S1 Day
S1 External","
with on campus sessions: None","Dr Alexandra Kurmann
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN2210,C French Studies 5,10,,,FREN1220,,"FREN1310, FREN3010","S1 Day
S1 External","
with on campus sessions: None","Dr Bénédicte André
 Alexandra Kurmann
",Department of International Studies,Faculty of Arts,91505,No,"FREN3010, FREN1310, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FREN2220,C French Studies 6,10,,,FREN2210,,"FREN1320, FREN3020","S2 Day
S2 External","
Attendance for exam only","Dr Bénédicte André
Dr Alexandra Kurmann
",Department of International Studies,Faculty of Arts,91505,No,"FREN1320, FREN3020, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FREN2310,A French Studies 7,10,,,FREN1320,,FREN3210,"S1 Day
S1 Online","
","Dr Bénédicte André
Dr Alexandra Kurmann
",Department of International Studies,Faculty of Arts,91505,No,"FREN3210, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,FREN3010,I French Studies 5,10,,,FREN2020 or FRN227,,"FREN2210, FREN1310, FRN336","S1 Day
S1 External","
with on campus sessions: None","Dr Bénédicte André
",Department of International Studies,Faculty of Arts,91505,No,"FREN2210, FREN1310",no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN3020,I French Studies 6,10,,,FRN336 or FREN3010,,FRN337,"S2 Day
S2 External","
No on-campus sessions, however students must attend an examination in Australia.","Dr Bénédicte André
",Department of International Studies,Faculty of Arts,91505,No,"FREN1320, FREN2220, ",no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN3045,French Short Term Residential Program 3,10,,,40cp and permission by special approval,,FRN331,S3 Fieldwork,,"Ms Lyse Thomas
",Department of International Studies,Faculty of Arts,91505,Yes,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN3073,Topics in French Culture,10,,,FREN3010 or FRN336 or FREN2210 or FREN1310,,FRN373,"S2 Day
S2 Online","
","Dr Bénédicte André
",Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,FREN3210,C French Studies 7,10,,,FREN3020 or FRN337 or FREN2220,,FREN2310,"S1 Day
S1 Online","
","Dr Bénédicte André
Dr Alexandra Kurmann
",Department of International Studies,Faculty of Arts,91505,No,FREN2310,no quota,no activity,No,No,,Green,No,As per webforms.,No,
Undergraduate,FREN3410,Advanced French III,10,,,,,,,,,Department of International Studies,Faculty of Arts,91505,No,none,no quota,no activity,No,No,,Orange,No,"Created as per 2020 webforms<br />
Not yet approved in webforms",No,
Undergraduate,GEND1000,Freedom Dreams: Foundations in Gender Studies,10,,,,,"WST110, GENX110, GEN110","S1 Day
S1 Online","
","Dr Rebecca Sheehan
",Department of Sociology,Faculty of Arts,90313,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEND2000,Gender and Power in Everyday Life,10,,,40cp at 1000 level or above,,"WST210, GEN210","S1 Day
S1 Online","
","Dr Rebecca Sheehan
",Department of Sociology,Faculty of Arts,90313,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEND2030,"Sex, Race, and Rock",10,,,40cp at 1000 level or above,,GEND230,"S2 Day
S2 Online","
","Dr Rebecca Sheehan
",Department of Sociology,Faculty of Arts,90313,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEND3010,"Gender, Crime and Violence",10,,,130cp at 1000 level or above,,"GEN312, GEND220, GEND310
","S2 Day
S2 Online","
","Dr Jyhene Kebsi
",Department of Sociology,Faculty of Arts,90313,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,GEND3020,Modern Families,10,,,130cp at 1000 level or above,,"GEN310, WST310, GEN320, GENX3020","S2 Day
S2 Online","
","Dr Kumiko Kawashima
",Department of Sociology,Faculty of Arts,90313,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
